subject,run,motion_param,plv_empirical,plv_null_median,plv_null_mean,plv_null_std,p_value,p_fdr,p_bonferroni,sig_uncorrected,sig_fdr,sig_bonferroni,n_null_samples
AnF,1,trans_x,0.126950317,0.15572139,0.175311814,0.076797844,0.730769231,0.937169701,1,FALSE,FALSE,FALSE,26
AnF,1,trans_y,0.196979289,0.151238161,0.174410939,0.101801349,0.346153846,0.646153846,1,FALSE,FALSE,FALSE,26
AnF,1,trans_z,0.107539798,0.163966516,0.155673698,0.077278312,0.692307692,0.915808601,1,FALSE,FALSE,FALSE,26
AnF,1,rot_x,0.157286828,0.139656048,0.145326097,0.052746669,0.423076923,0.725274725,1,FALSE,FALSE,FALSE,26
AnF,1,rot_y,0.270207215,0.137782985,0.162834777,0.071667616,0.115384615,0.387692308,1,FALSE,FALSE,FALSE,26
AnF,1,rot_z,0.062822736,0.164066901,0.178222305,0.0797902,0.961538462,0.973123262,1,FALSE,FALSE,FALSE,26
AnF,2,trans_x,0.113933889,0.114319148,0.126398519,0.076624274,0.5,0.8,1,FALSE,FALSE,FALSE,26
AnF,2,trans_y,0.364467774,0.154440667,0.150503995,0.074240236,0,0,0,TRUE,TRUE,TRUE,26
AnF,2,trans_z,0.028373078,0.145797155,0.14315189,0.067791423,0.961538462,0.973123262,1,FALSE,FALSE,FALSE,26
AnF,2,rot_x,0.18460034,0.11585533,0.137150567,0.069182361,0.153846154,0.445623342,1,FALSE,FALSE,FALSE,26
AnF,2,rot_y,0.184407074,0.139790972,0.140390778,0.065811881,0.269230769,0.558404558,1,FALSE,FALSE,FALSE,26
AnF,2,rot_z,0.069134615,0.105907685,0.122701329,0.055565283,0.884615385,0.946594806,1,FALSE,FALSE,FALSE,26
ErG,1,trans_x,0.160473755,0.123498998,0.134155438,0.096887945,0.259259259,0.558404558,1,FALSE,FALSE,FALSE,27
ErG,1,trans_y,0.236157166,0.159747685,0.157412608,0.081909542,0.185185185,0.49704142,1,FALSE,FALSE,FALSE,27
ErG,1,trans_z,0.135340986,0.090061739,0.110490796,0.060040312,0.37037037,0.683760684,1,FALSE,FALSE,FALSE,27
ErG,1,rot_x,0.315996087,0.145411601,0.141750025,0.066748999,0,0,0,TRUE,TRUE,TRUE,27
ErG,1,rot_y,0.191242356,0.130505273,0.141973773,0.082354987,0.259259259,0.558404558,1,FALSE,FALSE,FALSE,27
ErG,1,rot_z,0.305882393,0.162495875,0.148500847,0.084288827,0.074074074,0.280936455,1,FALSE,FALSE,FALSE,27
AzN,1,trans_x,0.159497882,0.15959684,0.155871733,0.059540825,0.5,0.8,1,FALSE,FALSE,FALSE,26
AzN,1,trans_y,0.275257382,0.178197046,0.188913049,0.09464631,0.230769231,0.546045504,1,FALSE,FALSE,FALSE,26
AzN,1,trans_z,0.118406663,0.128784862,0.138988692,0.07367655,0.615384615,0.883629191,1,FALSE,FALSE,FALSE,26
AzN,1,rot_x,0.063202378,0.15464861,0.159688011,0.105932615,0.846153846,0.946594806,1,FALSE,FALSE,FALSE,26
AzN,1,rot_y,0.039564372,0.129981954,0.128932274,0.073802883,0.884615385,0.946594806,1,FALSE,FALSE,FALSE,26
AzN,1,rot_z,0.062415721,0.213131685,0.213021758,0.092815377,0.961538462,0.973123262,1,FALSE,FALSE,FALSE,26
AzN,2,trans_x,0.098573204,0.133963462,0.136092205,0.071146558,0.730769231,0.937169701,1,FALSE,FALSE,FALSE,26
AzN,2,trans_y,0.102260837,0.157445833,0.167462468,0.083376722,0.769230769,0.946594806,1,FALSE,FALSE,FALSE,26
AzN,2,trans_z,0.176935197,0.135623793,0.144594,0.080638483,0.269230769,0.558404558,1,FALSE,FALSE,FALSE,26
AzN,2,rot_x,0.073022221,0.134064674,0.127454445,0.071524818,0.730769231,0.937169701,1,FALSE,FALSE,FALSE,26
AzN,2,rot_y,0.4263732,0.108712894,0.136320876,0.117879259,0.038461538,0.192,1,TRUE,FALSE,FALSE,26
AzN,2,rot_z,0.089525153,0.181089837,0.176251967,0.087944953,0.807692308,0.946594806,1,FALSE,FALSE,FALSE,26
,,,,,,,,,,TRUE,22,22,
