trans_x_mean_abs,trans_y_mean_abs,trans_z_mean_abs,rot_x_mean_abs,rot_y_mean_abs,rot_z_mean_abs,subject,run
0.0021392938685019106,0.012036080247435531,0.0032064490149562876,0.008945515059104379,0.0018415922363754808,0.009131443402825696,LA,1
0.004025094206185677,0.01547256203440927,0.003438179550552382,0.011054418464437568,0.0026986804408707828,0.007863347952156746,LA,2
0.0038323952006626334,0.008243480433788836,0.0061243795477760226,0.008108383370814232,0.0043601105550254435,0.008799387872037483,BS,1
0.004548497161597533,0.008536438816018118,0.0068943220592732266,0.014945798719180468,0.004940674857239822,0.008280761120156471,BS,2
0.005033151186366578,0.015533651629417715,0.005358780129096713,0.012373473051091818,0.0035334876347876474,0.012577147540480402,OE,1
0.0033722875609548016,0.011019224659528976,0.0040868166519697395,0.008188455686655036,0.0027295535302015563,0.008763942277596009,OE,2
0.004308485356333803,0.01456497530763866,0.004158436723618536,0.010500852714697058,0.0032966882714307567,0.00919758431739329,OE,3
0.005585207098675418,0.011618554079422862,0.004232546016068746,0.014343258053891651,0.006105726128511146,0.010696730261976794,AE,1
0.005804050802172855,0.015305687595289037,0.00511489685195391,0.010077417450789031,0.006078725220795133,0.009473927187581657,AE,2
0.00828632759141096,0.020434954970261487,0.009976707208274116,0.014162297796297985,0.009692390632586291,0.015266316853747212,AE,3
0.006741074724613926,0.013024736054380537,0.004545807244108774,0.012433359229508412,0.005220293146913386,0.01193717158135794,SE,1
0.00875298680486814,0.02220469563096246,0.0067372172299019545,0.01799188792707486,0.005675584740164244,0.015357376805543558,SE,2
0.005429628508075836,0.016315777461294503,0.006209499144200623,0.01754692554133162,0.007285640746087578,0.012495240284956544,SE,3
0.0038846356193786933,0.008258535963555426,0.004829009651478174,0.006828942698073647,0.005097793652419278,0.007676793494155065,SP,1
0.0037222623311284446,0.010587592227511749,0.0030823766217163546,0.013309801667677151,0.0028555119027813365,0.012957454616278856,SP,2
0.004827508609919397,0.01448646075015255,0.006668508754248041,0.012414773023354277,0.004229932734229646,0.011175671207086433,SP,3
0.004184644433368777,0.013987898745117213,0.003698035840728933,0.01665001048375267,0.005177793207368479,0.011590338877525738,OfA,1
0.0027452540400177065,0.011512695223314962,0.004214016985525703,0.005224615851506736,0.0026759454401982393,0.009605152188417275,OfA,2
