trans_x_mean_abs,trans_y_mean_abs,trans_z_mean_abs,rot_x_mean_abs,rot_y_mean_abs,rot_z_mean_abs,subject,run
0.0022278831696555387,0.005285296003659165,0.00227069605904655,0.01011190413810287,0.0024188975517943126,0.008954464760388336,SS,1
0.001607551945393566,0.003709179515361384,0.0018573668939822917,0.0075705173534936976,0.0017839528153035797,0.008008493319027343,SS,2
0.004153299171144261,0.00809309776691411,0.005543764384568613,0.011478683387602445,0.003847423271129063,0.008645137068141429,OzO,1
0.003358452657072415,0.005531264235632693,0.00410497361255758,0.011168121805130363,0.004073994343378853,0.009539036863577929,OzO,2
0.005146918792420804,0.007274626797448125,0.003954567987777166,0.010072339639121968,0.004741390542413872,0.008918331108176095,EdZ,1
0.00994372972340377,0.02278664588412132,0.006327425830361701,0.01309373841397105,0.007786801184830884,0.012144384876688485,MaD,1
0.011122528265828423,0.019308192305434558,0.01118907516754705,0.019436304758367558,0.007412249159662976,0.012970308079995493,MaD,2
0.007618339198325555,0.00773041660576768,0.005297734389096756,0.009503505599408693,0.006451833194900168,0.008725493231857161,RoH,1
0.005872340994546526,0.008621933115412891,0.004837626988677336,0.008266107070114912,0.006650389674094714,0.009001952281766047,RoH,2
0.005744659054216508,0.00682111942900719,0.004661458599324033,0.008200473833632293,0.006404872081504273,0.011311252619248644,HaM,1
0.007255009898449228,0.007371944370725902,0.0065976999299560135,0.009684247553411476,0.007779240905428061,0.008352468914871626,HaM,2
0.003725036225595316,0.008596948361260102,0.0034435730323986997,0.00807372914099258,0.004108662903280279,0.009693949028813124,ElL,1
0.0052169888963920375,0.00858839395445769,0.00426583799812301,0.009350543987546934,0.005188423217711169,0.011599969724426312,ElL,2
0.009635333351373359,0.02661129752173084,0.006243776920111003,0.0169042107676283,0.00567931980143887,0.00987742517142147,TaR,1
0.004339777538313384,0.017411045042932328,0.004583538549508829,0.02036027091577528,0.0037609824929802148,0.010078653626304663,TaR,2
0.0035159649622101942,0.010219759412622086,0.004961862301239748,0.008110512837487484,0.003022997230526331,0.006716863989736927,OrS,1
0.004900702658947708,0.012803757944112712,0.005198420344793638,0.010662857262504835,0.005555137801302114,0.009303868746482969,OrS,2
0.002385091215569742,0.004921846768448898,0.0024757567000296497,0.0065958298886443795,0.0020852894281734985,0.010053527097602728,ShR,1
0.002071850698238288,0.004491360354315863,0.0016451336063253732,0.0055129477896649565,0.0025837541697368346,0.008157883205535748,ShR,2
0.016125187065615557,0.024335355253934324,0.014919541950039236,0.03024388802023505,0.011200462849897553,0.01106295468723962,NH,1
0.01585644180542779,0.03554689557934251,0.010102384176420533,0.03051804943370922,0.014172169807162401,0.016962598242496674,NH,2
0.003317120756181324,0.01650771781918342,0.004397783485219383,0.018904103209669856,0.005033546035171339,0.013323518600201988,NiC,1
0.00396022237701342,0.01735785952948139,0.004309712540618387,0.01440458592966791,0.0026556155038741647,0.010285434796482425,NiC,2
0.0031250730158025705,0.0054143171175184196,0.002908998117569902,0.006040529662080449,0.0019749717620150234,0.011779860669170963,ToL,1
0.0032246071338121783,0.010994626360762622,0.003840387558610643,0.009214953645608757,0.0022857241432911873,0.009915401175504223,ToL,2
0.009272649603682386,0.013003845730072919,0.008794992483221376,0.01765861826626546,0.009266774647388785,0.01166562644087651,ShL,2
0.0033176168580876324,0.005626653075554105,0.00361351655381251,0.010914891067693194,0.0021683626752849196,0.010224969437042377,DaH,1
0.0036427853068629586,0.003987842622955652,0.00273605135444525,0.01051697838838863,0.002564923300583006,0.010629230771111269,DaH,2
0.015349417926735727,0.013850689421016051,0.007272954954428755,0.010684261351171306,0.01478703870955408,0.009907846906282288,NoaG,2
0.006347095340464229,0.010258983265992101,0.0036886458418247414,0.011944551104597561,0.0026717409989137496,0.01042208500218894,MaE,1
0.0044838136791883875,0.007779568835331266,0.0024903020597058824,0.008521331062006431,0.00187283403422811,0.008074817153756852,MaE,2
0.005408598966878692,0.013097382404970387,0.006183913245202428,0.00993473660909896,0.005373367050825583,0.011899014299751482,AmK,1
0.007615914051826595,0.010062624596106838,0.005142381050241898,0.011179248162119817,0.005731231297153378,0.012547809619063365,AmK,2
0.005363449727302178,0.007995127153214408,0.0064509144702764925,0.01036768724609994,0.004184323501693645,0.009235523094014235,MoM,1
0.003403989340582661,0.007527325526862576,0.005071811520911122,0.009292090034384158,0.0033238888867214143,0.012522401578271027,MoM,2
0.005689947101807089,0.007150173732828835,0.0061217664843669604,0.008020820719451696,0.0038861895347353276,0.00966454228772378,TiP,1
0.004605098651514376,0.00823062448579804,0.005300264425358776,0.008326149689669788,0.0034418750736768156,0.00865200157433871,TiP,2
0.00511260266618451,0.006989373052180474,0.005053158193334851,0.009977309328253449,0.004645153642028015,0.009508078793550215,IdS,1
0.004039688048253288,0.007456524612828485,0.0036921534440568756,0.008330951076744404,0.004340450687822566,0.010924906285368293,IdS,2
0.0032539908342874807,0.008313942684158873,0.004456065631748988,0.01158174663616801,0.003822868216837484,0.009620274110137514,DoP,1
0.003578617959154036,0.0061825174443970905,0.003617344651799343,0.007382561538915034,0.0024572187907002303,0.008321821497644103,AlS,1
0.007873788790421958,0.015478335607522221,0.005684830544630022,0.014232881417003466,0.004410230405372998,0.012133116419060248,AlS,2
0.003015591058049645,0.005515746429820935,0.002586681142625273,0.0071279874711036575,0.0038681480980457482,0.00874200307419169,AnF,1
0.002882290180512836,0.006014942610375251,0.0029674666316306295,0.00869439091588939,0.003915805295879709,0.006326507597468169,AnF,2
0.0037674029716335882,0.007083755470829327,0.0036673437991263146,0.00998951853042778,0.0050537066790714985,0.009164467349915403,RoK,1
0.003585377093063326,0.007006831564816422,0.0032816828656635107,0.006983005360062587,0.004872603412979118,0.00859574088031291,RoK,2
0.00367405343552568,0.009078438596718775,0.003711753945387983,0.014338471771201202,0.002830032060638756,0.007871765703010155,AlM,1
0.00859489521920646,0.033157826070891766,0.008642413302785942,0.021839509837811067,0.005608634630111264,0.011817836887466814,AlM,2
0.004741680795514311,0.02500887398245168,0.004188631914621256,0.030906131648993387,0.002818954003378133,0.017939273263475948,ErG,1
0.003113453181129453,0.008309135092638541,0.0029584151295725864,0.007099045852780567,0.0023948498146114457,0.009381535934301187,SiC,1
0.004104718690477342,0.008284626335329318,0.002884786671572911,0.00758652286057541,0.002988267007032532,0.006803082443530902,SiC,2
0.0035997423358730143,0.007314924008474056,0.0033885857163379503,0.008848447927640477,0.003246431994351363,0.009300181062467675,AzN,1
0.0032335187510203005,0.006292709655923573,0.002623511921357013,0.008267560328064584,0.002761026678025937,0.007692096981902671,AzN,2
0.007650238422862503,0.008678044486102853,0.005940319354800913,0.011938931049021571,0.005792596507312551,0.009495380252849565,TzS,1
0.010155313487454666,0.012950022801338563,0.007224720740808153,0.013008651404662569,0.00739773283493379,0.013778199380677328,TzS,2
0.004292746821891007,0.013909254844532561,0.006181361601643617,0.0134334476456646,0.006079186206931646,0.00889234513437568,NoL,1
0.007807331315313056,0.0141449291831667,0.009123153404629087,0.014913935028340377,0.007211273870130245,0.008148924014923231,NoL,2
0.0030718000127003624,0.0071711313755876815,0.002771337235107577,0.007863644133901254,0.0028126294629842673,0.007539877929694863,OmS,1
0.0028633492994426884,0.0078755212310314,0.0035334308917525136,0.007912514131742725,0.0026066139466556985,0.009487268385634124,OmS,2
0.002834635433587418,0.011882760159508845,0.004792868288718777,0.011169292056009045,0.0034696792914503537,0.010358785933271253,YoY,1
0.006080035853831428,0.007893706188278908,0.004875706158017393,0.014121209473588674,0.007762115678217505,0.009635973892455612,RoL,1
0.009887847690451465,0.0202389681727438,0.010015066894123521,0.025122545601907523,0.014804967054610946,0.013062747829743525,RoL,2
0.006696029549473292,0.008181314861465172,0.006532083003113727,0.008270173865995618,0.005585522295025353,0.00972389678229968,NeI,1
0.003207563675703588,0.00783122733075724,0.003573048949618573,0.009677133042068983,0.0037913276539832948,0.006552018102963777,NeI,2
0.007080427898041629,0.010039201061528943,0.004660733911507084,0.014465702333448922,0.0066825968727012115,0.00961736025917381,ShKh,1
0.004145581442879552,0.012739348802373018,0.0042328877779646565,0.010479878306143288,0.004780209600688076,0.008823593086637535,ShKh,2
