axis,pvaf_total_median_pct,pvaf_rsfMRI_median_pct,pvaf_gastric_band_median_pct,motion_power_in_rsfMRI_band_pct,motion_power_in_gastric_band_pct
trans_x,1.6507007657525583,4.500872034520037,19.15085000774138,54.74427485831208,12.77669803666101
trans_y,1.4518220323199247,3.9394369552052684,13.795917242324473,54.95157680888867,16.71888455415288
trans_z,1.8581662011432933,7.9145102898755555,34.064830822245,47.17999535569667,11.3461529006118
rot_x,1.2030141314105043,2.5034175823121108,9.669060222804799,48.075551284208345,14.536503718523447
rot_y,1.9966948395696913,6.023003221350821,29.737979704128502,53.284530703369605,12.018773188379978
rot_z,0.973068351330226,2.021545427894498,7.564436116621167,49.61710018809675,15.610009111931667
FD_Power2012,1.2259067231883733,,,,
