axis,n_runs,pvaf_total_median_pct,pvaf_total_iqr_pct,pvaf_total_null_median_pct,pvaf_total_excess_median_pct,pvaf_rsfMRI_median_pct,pvaf_gastric_band_median_pct,motion_power_in_gastric_band_pct,motion_power_in_rsfMRI_band_pct,wilcoxon_stat,wilcoxon_p_one_sided,wilcoxon_p_fdr,sig_fdr
trans_x,84,0.3039185288149341,0.6285159313419995,0.2829545728987729,0.004620049990086403,0.632943450855589,3.316746734871424,12.77669803666101,54.74427485831208,2178.0,0.03982740716909352,0.055758370036730925,False
trans_y,84,0.5639241129687181,1.0835130562407453,0.4184874118933366,0.15963423040565147,1.5368236094611,4.52668128201344,16.71888455415288,54.95157680888867,2575.0,0.0002131654489174942,0.0014921581424224594,True
trans_z,84,0.21894761957280778,0.3915765544109088,0.24477284068543284,-0.027875424720355313,0.6966201580178504,2.6621536273348827,11.3461529006118,47.17999535569667,2097.0,0.08204443223063979,0.09571850426907975,False
rot_x,84,0.468894588845457,1.0033915533765152,0.42558009450697004,0.032063129518644665,0.9998031784419346,3.385714061543629,14.536503718523447,48.075551284208345,2354.0,0.005580562894139262,0.013021313419658278,True
rot_y,84,0.3134002986144363,0.7009096066682254,0.31249627497715327,0.05523054214740447,0.8003763660662502,3.1064517312708917,12.018773188379978,53.284530703369605,2427.0,0.0020970812389992564,0.007339784336497397,True
rot_z,84,0.5262269422125123,0.7980361492202787,0.4414461906208984,0.06347168776164497,0.9534524479586233,3.6337428892777153,15.610009111931667,49.61710018809675,2266.0,0.01597031473499969,0.027948050786249456,True
FD_Power2012,84,0.3450557308388802,0.6771687869720057,0.408575426656378,-0.013894042703113854,,,,,1945.0,0.23774830379637296,0.23774830379637296,False
