axis,pvaf_total_median_pct,pvaf_rsfMRI_median_pct,pvaf_gastric_band_median_pct,motion_power_in_rsfMRI_band_pct,motion_power_in_gastric_band_pct
trans_x,0.3039185288149341,0.632943450855589,3.316746734871424,54.74427485831208,12.77669803666101
trans_y,0.5639241129687181,1.5368236094611,4.52668128201344,54.95157680888867,16.71888455415288
trans_z,0.21894761957280778,0.6966201580178504,2.6621536273348827,47.17999535569667,11.3461529006118
rot_x,0.468894588845457,0.9998031784419346,3.385714061543629,48.075551284208345,14.536503718523447
rot_y,0.3134002986144363,0.8003763660662502,3.1064517312708917,53.284530703369605,12.018773188379978
rot_z,0.5262269422125123,0.9534524479586233,3.6337428892777153,49.61710018809675,15.610009111931667
FD_Power2012,0.3450557308388802,,,,
